DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,,,,,,,,,,,rs534372768-?,rs534372768,0.0,371158717,,1.0,NR,1e-09,9.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,,,,,,,,,,,rs539482903-?,rs539482903,0.0,4019541,,1.0,NR,1e-08,8.0,,,,Affymetrix [NR] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,9p21.3,9,22132699,,CDKN2B-AS1 - DMRTA1,ENSG00000240498,ENSG00000176399,,4596.0,314125.0,rs10965246-?,rs10965246,0.0,10965246,intergenic_variant,1.0,NR,8e-17,16.096910013008056,,0.21511303,unit decrease,NR [5925437] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,10p13,10,12267140,,CDC123 - RN7SL198P,ENSG00000151465,ENSG00000264036,,16551.0,60992.0,rs11257657-?,rs11257657,0.0,11257657,intergenic_variant,1.0,NR,2e-09,8.698970004336019,,0.1516699,unit increase,NR [5925437] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,8q24.11,8,117179236,,SLC30A8 - MED30,ENSG00000164756,ENSG00000164758,,2522.0,341477.0,rs35859536-?,rs35859536,0.0,35859536,intergenic_variant,1.0,NR,1e-08,8.0,,0.14491251,unit decrease,NR [5925437] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,10q23.33,10,92664665,,RN7SL644P - EIF2S2P3,ENSG00000264313,ENSG00000236493,,5363.0,4080.0,rs35978445-?,rs35978445,0.0,35978445,intergenic_variant,1.0,NR,7e-09,8.154901959985743,,0.15511705,unit decrease,NR [5925437] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,11p15.4,11,2828300,,KCNQ1,,,ENSG00000053918,,,rs2283228-?,rs2283228,0.0,2283228,intron_variant,0.0,NR,5e-13,12.30102999566398,,0.18962653,unit decrease,NR [5925437] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,6p22.3,6,20675561,,CDKAL1,,,ENSG00000145996,,,rs35261542-?,rs35261542,0.0,35261542,intron_variant,0.0,NR,7e-17,16.154901959985743,,0.22024801,unit increase,NR [5925437] (imputed),N
2022-11-17,36329257,Lee CJ,2022-11-03,Commun Biol,www.ncbi.nlm.nih.gov/pubmed/36329257,Phenome-wide analysis of Taiwan Biobank reveals novel glycemia-related loci and genetic risks for diabetes.,Type 2 diabetes,"3,844 Taiwanese ancestry cases, 59,333 Taiwanese ancestry controls",,7q32.1,7,128211575,,MIR129-1 - LEP,ENSG00000207705,ENSG00000174697,,3632.0,29703.0,rs7778167-?,rs7778167,0.0,7778167,intron_variant,1.0,NR,3e-09,8.522878745280337,,0.22690108,unit increase,NR [5925437] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q11.2,5,54014309,,ARL15,,,ENSG00000185305,,,rs7735249-?,rs7735249,0.0,7735249,intron_variant,0.0,NR,5e-13,12.30102999566398,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q11.2,5,56561199,,C5orf67,,,ENSG00000225940,,,rs11429307-?,rs11429307,0.0,11429307,intron_variant,0.0,NR,1e-61,61.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q11.2,5,58314242,,PGAM1P1 - PLK2,ENSG00000248271,ENSG00000145632,,152490.0,139740.0,rs37538-?,rs37538,0.0,37538,intergenic_variant,1.0,NR,4e-11,10.397940008672036,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q13.1,5,68418419,,PIK3R1 - VWA8P1,ENSG00000145675,ENSG00000250289,,116598.0,436491.0,rs4976033-?,rs4976033,0.0,4976033,regulatory_region_variant,1.0,NR,1e-19,19.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q14.1,5,79137332,,DMGDH,,,ENSG00000132837,,,rs181193678-?,rs181193678,0.0,181193678,intron_variant,0.0,NR,9e-11,10.045757490560677,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q14.3,5,83515065,,VCAN,,,ENSG00000038427,,,rs34580448-?,rs34580448,0.0,34580448,intron_variant,0.0,NR,5e-10,9.30102999566398,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q14.3,5,90959868,,ADGRV1,,,ENSG00000164199,,,rs7704653-?,rs7704653,0.0,7704653,intron_variant,0.0,NR,6e-09,8.221848749616356,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q23.1,5,119377762,,TNFAIP8,,,ENSG00000145779,,,rs5870855-?,rs5870855,0.0,5870855,intron_variant,0.0,NR,2e-19,18.69897000433602,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q31.1,5,131595845,,RAPGEF6,,,ENSG00000158987,,,rs150930807-?,rs150930807,0.0,150930807,intron_variant,0.0,NR,1e-09,9.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,,,,,,,,,,,chr5:132426851-?,chr5:132426851,0.0,,,1.0,NR,1e-17,17.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q31.3,5,140719011,,VTRNA1-2,,,ENSG00000202111,,,rs12188417-?,rs12188417,0.0,12188417,non_coding_transcript_exon_variant,0.0,NR,2e-08,7.698970004336019,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q31.3,5,141509809,,"PCDHGA11, PCDHGA3, PCDHGA1, PCDHGB6, PCDHGB7, PCDHGC4, PCDHGB5, PCDHGA5, PCDHGC3, PCDHGB3, PCDHGB4, PCDHGB1, PCDHGB2, PCDHGA6, PCDHGA9, PCDHGA2, PCDHGA8, PCDHGA7, PCDHGA4, PCDHGC5, PCDHGA10, PCDHGA12",,,"ENSG00000253873, ENSG00000254245, ENSG00000204956, ENSG00000253305, ENSG00000254122, ENSG00000242419, ENSG00000276547, ENSG00000253485, ENSG00000240184, ENSG00000262209, ENSG00000253953, ENSG00000254221, ENSG00000253910, ENSG00000253731, ENSG00000261934, ENSG00000081853, ENSG00000253767, ENSG00000253537, ENSG00000262576, ENSG00000240764, ENSG00000253846, ENSG00000253159",,,rs13163163-?,rs13163163,0.0,13163163,intron_variant,0.0,NR,7e-10,9.154901959985745,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q32,5,149966412,,SLC26A2,,,ENSG00000155850,,,rs245051-?,rs245051,0.0,245051,intron_variant,0.0,NR,2e-09,8.698970004336019,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q33.3,5,156968992,,TIMD4 - HAVCR1,ENSG00000145850,ENSG00000113249,,5766.0,57750.0,rs12657266-?,rs12657266,0.0,12657266,intergenic_variant,1.0,NR,6e-59,58.22184874961636,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q33.3,5,158576012,,LINC02227 - EBF1,ENSG00000276778,ENSG00000164330,,166239.0,119908.0,rs2963468-?,rs2963468,0.0,2963468,intron_variant,1.0,NR,1e-20,20.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,,,,,,,,,,,chr5:176740565-?,chr5:176740565,0.0,,,1.0,NR,2e-10,9.69897000433602,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,5q35.3,5,181281936,,TRIM52-AS1 - RNU6-705P,ENSG00000248275,ENSG00000222533,,9629.0,20031.0,rs2545075-?,rs2545075,0.0,2545075,intron_variant,1.0,NR,3e-08,7.522878745280337,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p24.3,6,7247111,,RREB1,,,ENSG00000124782,,,rs35742417-?,rs35742417,0.0,35742417,missense_variant,0.0,NR,4e-10,9.397940008672036,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p22.3,6,20501964,,Y_RNA - CDKAL1,ENSG00000238723,ENSG00000145996,,1688.0,32493.0,rs62398908-?,rs62398908,0.0,62398908,intergenic_variant,1.0,NR,6e-12,11.221848749616356,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p22.1,6,29639324,,SUMO2P1 - MOG,ENSG00000235238,ENSG00000204655,,2981.0,17678.0,rs3131856-?,rs3131856,0.0,3131856,intergenic_variant,1.0,NR,4e-20,19.39794000867204,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p21.31,6,34210076,,KRT18P9 - CYCSP55,ENSG00000271231,ENSG00000214810,,18997.0,9363.0,rs185139895-?,rs185139895,0.0,185139895,intergenic_variant,1.0,NR,5e-16,15.30102999566398,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p21.2,6,36679011,,CDKN1A,,,ENSG00000124762,,,rs3176320-?,rs3176320,0.0,3176320,intron_variant,0.0,NR,7e-09,8.154901959985743,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p21.1,6,43790159,,VEGFA - LINC02537,ENSG00000112715,ENSG00000283215,,3672.0,54719.0,rs998584-?,rs998584,0.0,998584,regulatory_region_variant,1.0,NR,1e-89,89.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6p12.2,6,52765471,,GSTA12P,,,ENSG00000217228,,,rs6458869-?,rs6458869,0.0,6458869,intron_variant,0.0,NR,6e-16,15.221848749616356,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q13,6,71812618,,RNU4-66P - RIMS1,ENSG00000202069,ENSG00000079841,,160007.0,73932.0,rs138191773-?,rs138191773,0.0,138191773,intergenic_variant,1.0,NR,1e-08,8.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q16.3,6,100178468,,PRDX2P4 - SIM1,ENSG00000213177,ENSG00000112246,,41805.0,206541.0,rs732194-?,rs732194,0.0,732194,intergenic_variant,1.0,NR,4e-09,8.397940008672037,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q21,6,107115962,,BEND3 - RNU6-1299P,ENSG00000178409,ENSG00000252125,,447.0,17109.0,rs62427982-?,rs62427982,0.0,62427982,regulatory_region_variant,1.0,NR,1e-08,8.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q21,6,108867818,,ARMC2,,,ENSG00000118690,,,rs9480889-?,rs9480889,0.0,9480889,intron_variant,0.0,NR,3e-09,8.522878745280337,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q22.33,6,127113961,,RPS4XP9 - RSPO3,ENSG00000217404,ENSG00000146374,,430114.0,4710.0,rs6916318-?,rs6916318,0.0,6916318,intron_variant,1.0,NR,4e-40,39.39794000867204,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q23.1,6,130033710,,L3MBTL3,,,ENSG00000198945,,,rs9388766-?,rs9388766,0.0,9388766,intron_variant,0.0,NR,3e-15,14.522878745280336,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q23.2,6,133495050,,EYA4,,,ENSG00000112319,,,rs667890-?,rs667890,0.0,667890,intron_variant,0.0,NR,6e-11,10.221848749616356,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q24.1,6,139514286,,LINC01625 - ATP5PBP6,ENSG00000238099,ENSG00000219806,,39628.0,100152.0,rs71562509-?,rs71562509,0.0,71562509,intron_variant,1.0,NR,3e-37,36.52287874528034,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q24.1,6,140258674,,MIR3668 - MIR4465,ENSG00000263514,ENSG00000264390,,53348.0,425140.0,rs9403164-?,rs9403164,0.0,9403164,intron_variant,1.0,NR,1e-08,8.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q25.2,6,153091342,,RGS17,,,ENSG00000091844,,,rs3910737-?,rs3910737,0.0,3910737,intron_variant,0.0,NR,4e-08,7.397940008672037,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q25.3,6,160591981,,LPA,,,ENSG00000198670,,,rs140570886-?,rs140570886,0.0,140570886,intron_variant,0.0,NR,1.9999999999999998e-42,41.69897000433602,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,6q26,6,163711969,,QKI - RN7SL366P,ENSG00000112531,ENSG00000266128,,133377.0,128592.0,rs4709746-?,rs4709746,0.0,4709746,intron_variant,1.0,NR,4e-12,11.397940008672036,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,7p22.3,7,971165,,COX19,,,ENSG00000240230,,,rs71538127-?,rs71538127,0.0,71538127,intron_variant,0.0,NR,1e-08,8.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,7p22.1,7,5527965,,ACTB,,,ENSG00000075624,,,rs852424-?,rs852424,0.0,852424,splice_donor_region_variant,0.0,NR,3e-10,9.522878745280336,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,7p21.2,7,15873963,,RPL36AP26 - CRPPA,ENSG00000235828,ENSG00000214960,,172211.0,213562.0,rs38205-?,rs38205,0.0,38205,intergenic_variant,1.0,NR,1e-12,12.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,7p21.1,7,17247645,,AHR,,,ENSG00000106546,,,rs6968865-?,rs6968865,0.0,6968865,5_prime_UTR_variant,0.0,NR,3e-18,17.522878745280337,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,,,,,,,,,,,rs781006834-?,rs781006834,0.0,71010277,,1.0,NR,3e-14,13.522878745280336,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,1p36.22,1,10736809,,CASZ1,,,ENSG00000130940,,,rs880315-?,rs880315,0.0,880315,intron_variant,0.0,NR,8e-09,8.096910013008056,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,1p36.12,1,23458472,,ASAP3,,,ENSG00000088280,,,rs534417-?,rs534417,0.0,534417,intron_variant,0.0,NR,2e-14,13.69897000433602,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,1p36.11,1,26695422,,ARID1A,,,ENSG00000117713,,,rs114165349-?,rs114165349,0.0,114165349,intron_variant,0.0,NR,2.0000000000000003e-34,33.69897000433602,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,1p34.3,1,39476571,,MACF1,,,ENSG00000127603,,,rs371894931-?,rs371894931,0.0,371894931,intron_variant,0.0,NR,9.999999999999999e-26,25.0,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,1p32.3,1,50925897,,FAF1,,,ENSG00000185104,,,rs12085666-?,rs12085666,0.0,12085666,intron_variant,0.0,NR,7e-15,14.154901959985745,,,,Affymetrix [NR] (imputed),N
2023-01-17,36269708,Selvaraj MS,2022-10-21,PLoS One,www.ncbi.nlm.nih.gov/pubmed/36269708,Genome-wide discovery for diabetes-dependent triglycerides-associated loci.,Triglyceride levels in non-type 2 diabetes,"402,944 European ancestry individuals",,1p32.3,1,54411430,,SSBP3,,,ENSG00000157216,,,rs213494-?,rs213494,0.0,213494,intron_variant,0.0,NR,1e-13,13.0,,,,Affymetrix [NR] (imputed),N
